geoName,keyword,trend_score
Jersey,holiday,
Jordan,holiday,
Kazakhstan,holiday,
Kenya,holiday,
Kiribati,holiday,
Kosovo,holiday,
Kuwait,holiday,
Kyrgyzstan,holiday,
Laos,holiday,
Latvia,holiday,
Lebanon,holiday,
Lesotho,holiday,
Liberia,holiday,
Libya,holiday,
Liechtenstein,holiday,
Lithuania,holiday,
Luxembourg,holiday,
Macao,holiday,
Madagascar,holiday,
Malawi,holiday,
Malaysia,holiday,
Maldives,holiday,
Mali,holiday,
Malta,holiday,
Marshall Islands,holiday,
Martinique,holiday,
Mauritania,holiday,
Mauritius,holiday,
Mayotte,holiday,
Mexico,holiday,
Micronesia,holiday,
Moldova,holiday,
Monaco,holiday,
Mongolia,holiday,
Montenegro,holiday,
Montserrat,holiday,
Morocco,holiday,
Mozambique,holiday,
Myanmar (Burma),holiday,
Namibia,holiday,
Nauru,holiday,
Nepal,holiday,
Netherlands,holiday,
New Caledonia,holiday,
New Zealand,holiday,
Nicaragua,holiday,
Niger,holiday,
Nigeria,holiday,
Niue,holiday,
Norfolk Island,holiday,
North Korea,holiday,
North Macedonia,holiday,
Northern Mariana Islands,holiday,
Norway,holiday,
Oman,holiday,
Pakistan,holiday,
Palau,holiday,
Palestine,holiday,
Panama,holiday,
Papua New Guinea,holiday,
Paraguay,holiday,
Peru,holiday,
Philippines,holiday,
Pitcairn Islands,holiday,
Poland,holiday,
Portugal,holiday,
Puerto Rico,holiday,
Qatar,holiday,
Romania,holiday,
Russia,holiday,
Rwanda,holiday,
Réunion,holiday,
Samoa,holiday,
San Marino,holiday,
Saudi Arabia,holiday,
Senegal,holiday,
Serbia,holiday,
Seychelles,holiday,
Sierra Leone,holiday,
Singapore,holiday,
Sint Maarten,holiday,
Slovakia,holiday,
Slovenia,holiday,
Solomon Islands,holiday,
Somalia,holiday,
South Africa,holiday,
South Georgia & South Sandwich Islands,holiday,
South Korea,holiday,
South Sudan,holiday,
Spain,holiday,
Sri Lanka,holiday,
St. Barthélemy,holiday,
St. Helena,holiday,
St. Kitts & Nevis,holiday,
St. Lucia,holiday,
St. Martin,holiday,
St. Pierre & Miquelon,holiday,
St. Vincent & Grenadines,holiday,
Sudan,holiday,
Suriname,holiday,
Svalbard & Jan Mayen,holiday,
Sweden,holiday,
Switzerland,holiday,
Syria,holiday,
São Tomé & Príncipe,holiday,
Taiwan,holiday,
Tajikistan,holiday,
Tanzania,holiday,
Thailand,holiday,
Timor-Leste,holiday,
Togo,holiday,
Tokelau,holiday,
Tonga,holiday,
Trinidad & Tobago,holiday,
Tunisia,holiday,
Turkmenistan,holiday,
Turks & Caicos Islands,holiday,
Tuvalu,holiday,
Türkiye,holiday,
U.S. Outlying Islands,holiday,
U.S. Virgin Islands,holiday,
Uganda,holiday,
Ukraine,holiday,
United Arab Emirates,holiday,
United Kingdom,holiday,
United States,holiday,
Uruguay,holiday,
Uzbekistan,holiday,
Vanuatu,holiday,
Vatican City,holiday,
Venezuela,holiday,
Vietnam,holiday,
Wallis & Futuna,holiday,
Western Sahara,holiday,
Yemen,holiday,
Zambia,holiday,
Zimbabwe,holiday,
Åland Islands,holiday,
Afghanistan,hotels,
Albania,hotels,
Algeria,hotels,
American Samoa,hotels,
Andorra,hotels,
Angola,hotels,
Anguilla,hotels,
Antarctica,hotels,
Antigua & Barbuda,hotels,
Argentina,hotels,
Armenia,hotels,
Aruba,hotels,
Australia,hotels,
Austria,hotels,
Azerbaijan,hotels,
Bahamas,hotels,
Bahrain,hotels,
Bangladesh,hotels,
Barbados,hotels,
Belarus,hotels,
Belgium,hotels,
Belize,hotels,
Benin,hotels,
Bermuda,hotels,
Bhutan,hotels,
Bolivia,hotels,
Bosnia & Herzegovina,hotels,
Botswana,hotels,
Bouvet Island,hotels,
Brazil,hotels,
British Indian Ocean Territory,hotels,
British Virgin Islands,hotels,
Brunei,hotels,
Bulgaria,hotels,
Burkina Faso,hotels,
Burundi,hotels,
Cambodia,hotels,
Cameroon,hotels,
Canada,hotels,
Cape Verde,hotels,
Caribbean Netherlands,hotels,
Cayman Islands,hotels,
Central African Republic,hotels,
Chad,hotels,
Chile,hotels,
China,hotels,
Christmas Island,hotels,
Cocos (Keeling) Islands,hotels,
Colombia,hotels,
Comoros,hotels,
Congo - Brazzaville,hotels,
Congo - Kinshasa,hotels,
Cook Islands,hotels,
Costa Rica,hotels,
Croatia,hotels,
Cuba,hotels,
Curaçao,hotels,
Cyprus,hotels,
Czechia,hotels,
Côte d’Ivoire,hotels,
Denmark,hotels,
Djibouti,hotels,
Dominica,hotels,
Dominican Republic,hotels,
Ecuador,hotels,
Egypt,hotels,
El Salvador,hotels,
Equatorial Guinea,hotels,
Eritrea,hotels,
Estonia,hotels,
Eswatini,hotels,
Ethiopia,hotels,
Falkland Islands (Islas Malvinas),hotels,
Faroe Islands,hotels,
Fiji,hotels,
Finland,hotels,
France,hotels,
French Guiana,hotels,
French Polynesia,hotels,
French Southern Territories,hotels,
Gabon,hotels,
Gambia,hotels,
Georgia,hotels,
Germany,hotels,
Ghana,hotels,
Gibraltar,hotels,
Greece,hotels,
Greenland,hotels,
Grenada,hotels,
Guadeloupe,hotels,
Guam,hotels,
Guatemala,hotels,
Guernsey,hotels,
Guinea,hotels,
Guinea-Bissau,hotels,
Guyana,hotels,
Haiti,hotels,
Heard & McDonald Islands,hotels,
Honduras,hotels,
Hong Kong,hotels,
Hungary,hotels,
Iceland,hotels,
India,hotels,
Indonesia,hotels,
Iran,hotels,
Iraq,hotels,
Ireland,hotels,
Isle of Man,hotels,
Israel,hotels,
Italy,hotels,
Jamaica,hotels,
Japan,hotels,
Jersey,hotels,
Jordan,hotels,
Kazakhstan,hotels,
Kenya,hotels,
Kiribati,hotels,
Kosovo,hotels,
Kuwait,hotels,
Kyrgyzstan,hotels,
Laos,hotels,
Latvia,hotels,
Lebanon,hotels,
Lesotho,hotels,
Liberia,hotels,
Libya,hotels,
Liechtenstein,hotels,
Lithuania,hotels,
Luxembourg,hotels,
Macao,hotels,
Madagascar,hotels,
Malawi,hotels,
Malaysia,hotels,
Maldives,hotels,
Mali,hotels,
Malta,hotels,
Marshall Islands,hotels,
Martinique,hotels,
Mauritania,hotels,
Mauritius,hotels,
Mayotte,hotels,
Mexico,hotels,
Micronesia,hotels,
Moldova,hotels,
Monaco,hotels,
Mongolia,hotels,
Montenegro,hotels,
Montserrat,hotels,
Morocco,hotels,
Mozambique,hotels,
Myanmar (Burma),hotels,
Namibia,hotels,
Nauru,hotels,
Nepal,hotels,
Netherlands,hotels,
New Caledonia,hotels,
New Zealand,hotels,
Nicaragua,hotels,
Niger,hotels,
Nigeria,hotels,
Niue,hotels,
Norfolk Island,hotels,
North Korea,hotels,
North Macedonia,hotels,
Northern Mariana Islands,hotels,
Norway,hotels,
Oman,hotels,
Pakistan,hotels,
Palau,hotels,
Palestine,hotels,
Panama,hotels,
Papua New Guinea,hotels,
Paraguay,hotels,
Peru,hotels,
Philippines,hotels,
Pitcairn Islands,hotels,
Poland,hotels,
Portugal,hotels,
Puerto Rico,hotels,
Qatar,hotels,
Romania,hotels,
Russia,hotels,
Rwanda,hotels,
Réunion,hotels,
Samoa,hotels,
San Marino,hotels,
Saudi Arabia,hotels,
Senegal,hotels,
Serbia,hotels,
Seychelles,hotels,
Sierra Leone,hotels,
Singapore,hotels,
Sint Maarten,hotels,
Slovakia,hotels,
Slovenia,hotels,
Solomon Islands,hotels,
Somalia,hotels,
South Africa,hotels,
South Georgia & South Sandwich Islands,hotels,
South Korea,hotels,
South Sudan,hotels,
Spain,hotels,
Sri Lanka,hotels,
St. Barthélemy,hotels,
St. Helena,hotels,
St. Kitts & Nevis,hotels,
St. Lucia,hotels,
St. Martin,hotels,
St. Pierre & Miquelon,hotels,
St. Vincent & Grenadines,hotels,
Sudan,hotels,
Suriname,hotels,
Svalbard & Jan Mayen,hotels,
Sweden,hotels,
Switzerland,hotels,
Syria,hotels,
São Tomé & Príncipe,hotels,
Taiwan,hotels,
Tajikistan,hotels,
Tanzania,hotels,
Thailand,hotels,
Timor-Leste,hotels,
Togo,hotels,
Tokelau,hotels,
Tonga,hotels,
Trinidad & Tobago,hotels,
Tunisia,hotels,
Turkmenistan,hotels,
Turks & Caicos Islands,hotels,
Tuvalu,hotels,
Türkiye,hotels,
U.S. Outlying Islands,hotels,
U.S. Virgin Islands,hotels,
Uganda,hotels,
Ukraine,hotels,
United Arab Emirates,hotels,
United Kingdom,hotels,
United States,hotels,
Uruguay,hotels,
Uzbekistan,hotels,
Vanuatu,hotels,
Vatican City,hotels,
Venezuela,hotels,
Vietnam,hotels,
Wallis & Futuna,hotels,
Western Sahara,hotels,
Yemen,hotels,
Zambia,hotels,
Zimbabwe,hotels,
Åland Islands,hotels,
Afghanistan,hotels,
Albania,hotels,
Algeria,hotels,
American Samoa,hotels,
Andorra,hotels,
Angola,hotels,
Anguilla,hotels,
Antarctica,hotels,
Antigua & Barbuda,hotels,
Argentina,hotels,
Armenia,hotels,
Aruba,hotels,
Australia,hotels,
Austria,hotels,
Azerbaijan,hotels,
Bahamas,hotels,
Bahrain,hotels,
Bangladesh,hotels,
Barbados,hotels,
Belarus,hotels,
Belgium,hotels,
Belize,hotels,
Benin,hotels,
Bermuda,hotels,
Bhutan,hotels,
Bolivia,hotels,
Bosnia & Herzegovina,hotels,
Botswana,hotels,
Bouvet Island,hotels,
Brazil,hotels,
British Indian Ocean Territory,hotels,
British Virgin Islands,hotels,
Brunei,hotels,
Bulgaria,hotels,
Burkina Faso,hotels,
Burundi,hotels,
Cambodia,hotels,
Cameroon,hotels,
Canada,hotels,
Cape Verde,hotels,
Caribbean Netherlands,hotels,
Cayman Islands,hotels,
Central African Republic,hotels,
Chad,hotels,
Chile,hotels,
China,hotels,
Christmas Island,hotels,
Cocos (Keeling) Islands,hotels,
Colombia,hotels,
Comoros,hotels,
Congo - Brazzaville,hotels,
Congo - Kinshasa,hotels,
Cook Islands,hotels,
Costa Rica,hotels,
Croatia,hotels,
Cuba,hotels,
Curaçao,hotels,
Cyprus,hotels,
Czechia,hotels,
Côte d’Ivoire,hotels,
Denmark,hotels,
Djibouti,hotels,
Dominica,hotels,
Dominican Republic,hotels,
Ecuador,hotels,
Egypt,hotels,
El Salvador,hotels,
Equatorial Guinea,hotels,
Eritrea,hotels,
Estonia,hotels,
Eswatini,hotels,
Ethiopia,hotels,
Falkland Islands (Islas Malvinas),hotels,
Faroe Islands,hotels,
Fiji,hotels,
Finland,hotels,
France,hotels,
French Guiana,hotels,
French Polynesia,hotels,
French Southern Territories,hotels,
Gabon,hotels,
Gambia,hotels,
Georgia,hotels,
Germany,hotels,
Ghana,hotels,
Gibraltar,hotels,
Greece,hotels,
Greenland,hotels,
Grenada,hotels,
Guadeloupe,hotels,
Guam,hotels,
Guatemala,hotels,
Guernsey,hotels,
Guinea,hotels,
Guinea-Bissau,hotels,
Guyana,hotels,
Haiti,hotels,
Heard & McDonald Islands,hotels,
Honduras,hotels,
Hong Kong,hotels,
Hungary,hotels,
Iceland,hotels,
India,hotels,
Indonesia,hotels,
Iran,hotels,
Iraq,hotels,
Ireland,hotels,
Isle of Man,hotels,
Israel,hotels,
Italy,hotels,
Jamaica,hotels,
Japan,hotels,
Jersey,hotels,
Jordan,hotels,
Kazakhstan,hotels,
Kenya,hotels,
Kiribati,hotels,
Kosovo,hotels,
Kuwait,hotels,
Kyrgyzstan,hotels,
Laos,hotels,
Latvia,hotels,
Lebanon,hotels,
Lesotho,hotels,
Liberia,hotels,
Libya,hotels,
Liechtenstein,hotels,
Lithuania,hotels,
Luxembourg,hotels,
Macao,hotels,
Madagascar,hotels,
Malawi,hotels,
Malaysia,hotels,
Maldives,hotels,
Mali,hotels,
Malta,hotels,
Marshall Islands,hotels,
Martinique,hotels,
Mauritania,hotels,
Mauritius,hotels,
Mayotte,hotels,
Mexico,hotels,
Micronesia,hotels,
Moldova,hotels,
Monaco,hotels,
Mongolia,hotels,
Montenegro,hotels,
Montserrat,hotels,
Morocco,hotels,
Mozambique,hotels,
Myanmar (Burma),hotels,
Namibia,hotels,
Nauru,hotels,
Nepal,hotels,
Netherlands,hotels,
New Caledonia,hotels,
New Zealand,hotels,
Nicaragua,hotels,
Niger,hotels,
Nigeria,hotels,
Niue,hotels,
Norfolk Island,hotels,
North Korea,hotels,
North Macedonia,hotels,
Northern Mariana Islands,hotels,
Norway,hotels,
Oman,hotels,
Pakistan,hotels,
Palau,hotels,
Palestine,hotels,
Panama,hotels,
Papua New Guinea,hotels,
Paraguay,hotels,
Peru,hotels,
Philippines,hotels,
Pitcairn Islands,hotels,
Poland,hotels,
Portugal,hotels,
Puerto Rico,hotels,
Qatar,hotels,
Romania,hotels,
Russia,hotels,
Rwanda,hotels,
Réunion,hotels,
Samoa,hotels,
San Marino,hotels,
Saudi Arabia,hotels,
Senegal,hotels,
Serbia,hotels,
Seychelles,hotels,
Sierra Leone,hotels,
Singapore,hotels,
Sint Maarten,hotels,
Slovakia,hotels,
Slovenia,hotels,
Solomon Islands,hotels,
Somalia,hotels,
South Africa,hotels,
South Georgia & South Sandwich Islands,hotels,
South Korea,hotels,
South Sudan,hotels,
Spain,hotels,
Sri Lanka,hotels,
St. Barthélemy,hotels,
St. Helena,hotels,
St. Kitts & Nevis,hotels,
St. Lucia,hotels,
St. Martin,hotels,
St. Pierre & Miquelon,hotels,
St. Vincent & Grenadines,hotels,
Sudan,hotels,
Suriname,hotels,
Svalbard & Jan Mayen,hotels,
Sweden,hotels,
Switzerland,hotels,
Syria,hotels,
São Tomé & Príncipe,hotels,
Taiwan,hotels,
Tajikistan,hotels,
Tanzania,hotels,
Thailand,hotels,
Timor-Leste,hotels,
Togo,hotels,
Tokelau,hotels,
Tonga,hotels,
Trinidad & Tobago,hotels,
Tunisia,hotels,
Turkmenistan,hotels,
Turks & Caicos Islands,hotels,
Tuvalu,hotels,
Türkiye,hotels,
U.S. Outlying Islands,hotels,
U.S. Virgin Islands,hotels,
Uganda,hotels,
Ukraine,hotels,
United Arab Emirates,hotels,
United Kingdom,hotels,
United States,hotels,
Uruguay,hotels,
Uzbekistan,hotels,
Vanuatu,hotels,
Vatican City,hotels,
Venezuela,hotels,
Vietnam,hotels,
Wallis & Futuna,hotels,
Western Sahara,hotels,
Yemen,hotels,
Zambia,hotels,
Zimbabwe,hotels,
Åland Islands,hotels,
Afghanistan,hotels,
Albania,hotels,
Algeria,hotels,
American Samoa,hotels,
Andorra,hotels,
Angola,hotels,
Anguilla,hotels,
Antarctica,hotels,
Antigua & Barbuda,hotels,
Argentina,hotels,
Armenia,hotels,
Aruba,hotels,
Australia,hotels,
Austria,hotels,
Azerbaijan,hotels,
Bahamas,hotels,
Bahrain,hotels,
Bangladesh,hotels,
Barbados,hotels,
Belarus,hotels,
Belgium,hotels,
Belize,hotels,
Benin,hotels,
Bermuda,hotels,
Bhutan,hotels,
Bolivia,hotels,
Bosnia & Herzegovina,hotels,
Botswana,hotels,
Bouvet Island,hotels,
Brazil,hotels,
British Indian Ocean Territory,hotels,
British Virgin Islands,hotels,
Brunei,hotels,
Bulgaria,hotels,
Burkina Faso,hotels,
Burundi,hotels,
Cambodia,hotels,
Cameroon,hotels,
Canada,hotels,
Cape Verde,hotels,
Caribbean Netherlands,hotels,
Cayman Islands,hotels,
Central African Republic,hotels,
Chad,hotels,
Chile,hotels,
China,hotels,
Christmas Island,hotels,
Cocos (Keeling) Islands,hotels,
Colombia,hotels,
Comoros,hotels,
Congo - Brazzaville,hotels,
Congo - Kinshasa,hotels,
Cook Islands,hotels,
Costa Rica,hotels,
Croatia,hotels,
Cuba,hotels,
Curaçao,hotels,
Cyprus,hotels,
Czechia,hotels,
Côte d’Ivoire,hotels,
Denmark,hotels,
Djibouti,hotels,
Dominica,hotels,
Dominican Republic,hotels,
Ecuador,hotels,
Egypt,hotels,
El Salvador,hotels,
Equatorial Guinea,hotels,
Eritrea,hotels,
Estonia,hotels,
Eswatini,hotels,
Ethiopia,hotels,
Falkland Islands (Islas Malvinas),hotels,
Faroe Islands,hotels,
Fiji,hotels,
Finland,hotels,
France,hotels,
French Guiana,hotels,
French Polynesia,hotels,
French Southern Territories,hotels,
Gabon,hotels,
Gambia,hotels,
Georgia,hotels,
Germany,hotels,
Ghana,hotels,
Gibraltar,hotels,
Greece,hotels,
Greenland,hotels,
Grenada,hotels,
Guadeloupe,hotels,
Guam,hotels,
Guatemala,hotels,
Guernsey,hotels,
Guinea,hotels,
Guinea-Bissau,hotels,
Guyana,hotels,
Haiti,hotels,
Heard & McDonald Islands,hotels,
Honduras,hotels,
Hong Kong,hotels,
Hungary,hotels,
Iceland,hotels,
India,hotels,
Indonesia,hotels,
Iran,hotels,
Iraq,hotels,
Ireland,hotels,
Isle of Man,hotels,
Israel,hotels,
Italy,hotels,
Jamaica,hotels,
Japan,hotels,
Jersey,hotels,
Jordan,hotels,
Kazakhstan,hotels,
Kenya,hotels,
Kiribati,hotels,
Kosovo,hotels,
Kuwait,hotels,
Kyrgyzstan,hotels,
Laos,hotels,
Latvia,hotels,
Lebanon,hotels,
Lesotho,hotels,
Liberia,hotels,
Libya,hotels,
Liechtenstein,hotels,
Lithuania,hotels,
Luxembourg,hotels,
Macao,hotels,
Madagascar,hotels,
Malawi,hotels,
Malaysia,hotels,
Maldives,hotels,
Mali,hotels,
Malta,hotels,
Marshall Islands,hotels,
Martinique,hotels,
Mauritania,hotels,
Mauritius,hotels,
Mayotte,hotels,
Mexico,hotels,
Micronesia,hotels,
Moldova,hotels,
Monaco,hotels,
Mongolia,hotels,
Montenegro,hotels,
Montserrat,hotels,
Morocco,hotels,
Mozambique,hotels,
Myanmar (Burma),hotels,
Namibia,hotels,
Nauru,hotels,
Nepal,hotels,
Netherlands,hotels,
New Caledonia,hotels,
New Zealand,hotels,
Nicaragua,hotels,
Niger,hotels,
Nigeria,hotels,
Niue,hotels,
Norfolk Island,hotels,
North Korea,hotels,
North Macedonia,hotels,
Northern Mariana Islands,hotels,
Norway,hotels,
Oman,hotels,
Pakistan,hotels,
Palau,hotels,
Palestine,hotels,
Panama,hotels,
Papua New Guinea,hotels,
Paraguay,hotels,
Peru,hotels,
Philippines,hotels,
Pitcairn Islands,hotels,
Poland,hotels,
Portugal,hotels,
Puerto Rico,hotels,
Qatar,hotels,
Romania,hotels,
Russia,hotels,
Rwanda,hotels,
Réunion,hotels,
Samoa,hotels,
San Marino,hotels,
Saudi Arabia,hotels,
Senegal,hotels,
Serbia,hotels,
Seychelles,hotels,
Sierra Leone,hotels,
Singapore,hotels,
Sint Maarten,hotels,
Slovakia,hotels,
Slovenia,hotels,
Solomon Islands,hotels,
Somalia,hotels,
South Africa,hotels,
South Georgia & South Sandwich Islands,hotels,
South Korea,hotels,
South Sudan,hotels,
Spain,hotels,
Sri Lanka,hotels,
St. Barthélemy,hotels,
St. Helena,hotels,
St. Kitts & Nevis,hotels,
St. Lucia,hotels,
St. Martin,hotels,
St. Pierre & Miquelon,hotels,
St. Vincent & Grenadines,hotels,
Sudan,hotels,
Suriname,hotels,
Svalbard & Jan Mayen,hotels,
Sweden,hotels,
Switzerland,hotels,
Syria,hotels,
São Tomé & Príncipe,hotels,
Taiwan,hotels,
Tajikistan,hotels,
Tanzania,hotels,
Thailand,hotels,
Timor-Leste,hotels,
Togo,hotels,
Tokelau,hotels,
Tonga,hotels,
Trinidad & Tobago,hotels,
Tunisia,hotels,
Turkmenistan,hotels,
Turks & Caicos Islands,hotels,
Tuvalu,hotels,
Türkiye,hotels,
U.S. Outlying Islands,hotels,
U.S. Virgin Islands,hotels,
Uganda,hotels,
Ukraine,hotels,
United Arab Emirates,hotels,
United Kingdom,hotels,
United States,hotels,
Uruguay,hotels,
Uzbekistan,hotels,
Vanuatu,hotels,
Vatican City,hotels,
Venezuela,hotels,
Vietnam,hotels,
Wallis & Futuna,hotels,
Western Sahara,hotels,
Yemen,hotels,
Zambia,hotels,
Zimbabwe,hotels,
Åland Islands,hotels,
Afghanistan,hotels,1.0
Albania,hotels,9.0
Algeria,hotels,2.0
American Samoa,hotels,20.0
Andorra,hotels,9.0
Angola,hotels,1.0
Anguilla,hotels,26.0
Antarctica,hotels,0.0
Antigua & Barbuda,hotels,18.0
Argentina,hotels,1.0
Armenia,hotels,7.0
Aruba,hotels,16.0
Australia,hotels,11.0
Austria,hotels,10.0
Azerbaijan,hotels,4.0
Bahamas,hotels,17.0
Bahrain,hotels,8.0
Bangladesh,hotels,2.0
Barbados,hotels,18.0
Belarus,hotels,1.0
Belgium,hotels,9.0
Belize,hotels,13.0
Benin,hotels,2.0
Bermuda,hotels,32.0
Bhutan,hotels,8.0
Bolivia,hotels,1.0
Bosnia & Herzegovina,hotels,2.0
Botswana,hotels,4.0
Bouvet Island,hotels,0.0
Brazil,hotels,1.0
British Indian Ocean Territory,hotels,0.0
British Virgin Islands,hotels,22.0
Brunei,hotels,4.0
Bulgaria,hotels,3.0
Burkina Faso,hotels,1.0
Burundi,hotels,3.0
Cambodia,hotels,2.0
Cameroon,hotels,2.0
Canada,hotels,16.0
Cape Verde,hotels,9.0
Caribbean Netherlands,hotels,14.0
Cayman Islands,hotels,24.0
Central African Republic,hotels,2.0
Chad,hotels,1.0
Chile,hotels,1.0
China,hotels,4.0
Christmas Island,hotels,0.0
Cocos (Keeling) Islands,hotels,0.0
Colombia,hotels,1.0
Comoros,hotels,1.0
Congo - Brazzaville,hotels,1.0
Congo - Kinshasa,hotels,1.0
Cook Islands,hotels,10.0
Costa Rica,hotels,4.0
Croatia,hotels,4.0
Cuba,hotels,1.0
Curaçao,hotels,12.0
Cyprus,hotels,13.0
Czechia,hotels,3.0
Côte d’Ivoire,hotels,2.0
Denmark,hotels,7.0
Djibouti,hotels,3.0
Dominica,hotels,9.0
Dominican Republic,hotels,2.0
Ecuador,hotels,2.0
Egypt,hotels,2.0
El Salvador,hotels,1.0
Equatorial Guinea,hotels,2.0
Eritrea,hotels,8.0
Estonia,hotels,5.0
Eswatini,hotels,4.0
Ethiopia,hotels,3.0
Falkland Islands (Islas Malvinas),hotels,15.0
Faroe Islands,hotels,6.0
Fiji,hotels,15.0
Finland,hotels,6.0
France,hotels,4.0
French Guiana,hotels,1.0
French Polynesia,hotels,4.0
French Southern Territories,hotels,0.0
Gabon,hotels,2.0
Gambia,hotels,4.0
Georgia,hotels,4.0
Germany,hotels,10.0
Ghana,hotels,7.0
Gibraltar,hotels,23.0
Greece,hotels,5.0
Greenland,hotels,5.0
Grenada,hotels,12.0
Guadeloupe,hotels,2.0
Guam,hotels,15.0
Guatemala,hotels,1.0
Guernsey,hotels,33.0
Guinea,hotels,2.0
Guinea-Bissau,hotels,1.0
Guyana,hotels,7.0
Haiti,hotels,1.0
Heard & McDonald Islands,hotels,0.0
Honduras,hotels,1.0
Hong Kong,hotels,4.0
Hungary,hotels,3.0
Iceland,hotels,11.0
India,hotels,9.0
Indonesia,hotels,1.0
Iran,hotels,0.0
Iraq,hotels,2.0
Ireland,hotels,28.0
Isle of Man,hotels,27.0
Israel,hotels,6.0
Italy,hotels,3.0
Jamaica,hotels,11.0
Japan,hotels,1.0
Jersey,hotels,30.0
Jordan,hotels,4.0
Kazakhstan,hotels,1.0
Kenya,hotels,8.0
Kiribati,hotels,3.0
Kosovo,hotels,7.0
Kuwait,hotels,6.0
Kyrgyzstan,hotels,1.0
Laos,hotels,5.0
Latvia,hotels,5.0
Lebanon,hotels,7.0
Lesotho,hotels,3.0
Liberia,hotels,2.0
Libya,hotels,1.0
Liechtenstein,hotels,16.0
Lithuania,hotels,4.0
Luxembourg,hotels,11.0
Macao,hotels,3.0
Madagascar,hotels,2.0
Malawi,hotels,3.0
Malaysia,hotels,4.0
Maldives,hotels,14.0
Mali,hotels,1.0
Malta,hotels,15.0
Marshall Islands,hotels,10.0
Martinique,hotels,3.0
Mauritania,hotels,2.0
Mauritius,hotels,13.0
Mayotte,hotels,2.0
Mexico,hotels,2.0
Micronesia,hotels,12.0
Moldova,hotels,3.0
Monaco,hotels,0.0
Mongolia,hotels,3.0
Montenegro,hotels,5.0
Montserrat,hotels,0.0
Morocco,hotels,3.0
Mozambique,hotels,1.0
Myanmar (Burma),hotels,2.0
Namibia,hotels,4.0
Nauru,hotels,0.0
Nepal,hotels,6.0
Netherlands,hotels,10.0
New Caledonia,hotels,2.0
New Zealand,hotels,8.0
Nicaragua,hotels,1.0
Niger,hotels,1.0
Nigeria,hotels,8.0
Niue,hotels,0.0
Norfolk Island,hotels,0.0
North Korea,hotels,0.0
North Macedonia,hotels,5.0
Northern Mariana Islands,hotels,12.0
Norway,hotels,8.0
Oman,hotels,6.0
Pakistan,hotels,4.0
Palau,hotels,11.0
Palestine,hotels,2.0
Panama,hotels,3.0
Papua New Guinea,hotels,5.0
Paraguay,hotels,1.0
Peru,hotels,1.0
Philippines,hotels,5.0
Pitcairn Islands,hotels,0.0
Poland,hotels,2.0
Portugal,hotels,6.0
Puerto Rico,hotels,6.0
Qatar,hotels,10.0
Romania,hotels,3.0
Russia,hotels,1.0
Rwanda,hotels,4.0
Réunion,hotels,2.0
Samoa,hotels,10.0
San Marino,hotels,5.0
Saudi Arabia,hotels,3.0
Senegal,hotels,2.0
Serbia,hotels,3.0
Seychelles,hotels,17.0
Sierra Leone,hotels,3.0
Singapore,hotels,13.0
Sint Maarten,hotels,15.0
Slovakia,hotels,3.0
Slovenia,hotels,4.0
Solomon Islands,hotels,3.0
Somalia,hotels,3.0
South Africa,hotels,6.0
South Georgia & South Sandwich Islands,hotels,0.0
South Korea,hotels,6.0
South Sudan,hotels,4.0
Spain,hotels,4.0
Sri Lanka,hotels,19.0
St. Barthélemy,hotels,2.0
St. Helena,hotels,100.0
St. Kitts & Nevis,hotels,17.0
St. Lucia,hotels,14.0
St. Martin,hotels,17.0
St. Pierre & Miquelon,hotels,0.0
St. Vincent & Grenadines,hotels,11.0
Sudan,hotels,1.0
Suriname,hotels,5.0
Svalbard & Jan Mayen,hotels,1.0
Sweden,hotels,6.0
Switzerland,hotels,11.0
Syria,hotels,0.0
São Tomé & Príncipe,hotels,3.0
Taiwan,hotels,2.0
Tajikistan,hotels,1.0
Tanzania,hotels,5.0
Thailand,hotels,2.0
Timor-Leste,hotels,1.0
Togo,hotels,2.0
Tokelau,hotels,0.0
Tonga,hotels,6.0
Trinidad & Tobago,hotels,10.0
Tunisia,hotels,3.0
Turkmenistan,hotels,0.0
Turks & Caicos Islands,hotels,25.0
Tuvalu,hotels,0.0
Türkiye,hotels,3.0
U.S. Outlying Islands,hotels,0.0
U.S. Virgin Islands,hotels,36.0
Uganda,hotels,4.0
Ukraine,hotels,1.0
United Arab Emirates,hotels,14.0
United Kingdom,hotels,25.0
United States,hotels,22.0
Uruguay,hotels,1.0
Uzbekistan,hotels,2.0
Vanuatu,hotels,6.0
Vatican City,hotels,0.0
Venezuela,hotels,0.0
Vietnam,hotels,2.0
Wallis & Futuna,hotels,0.0
Western Sahara,hotels,2.0
Yemen,hotels,1.0
Zambia,hotels,3.0
Zimbabwe,hotels,4.0
Åland Islands,hotels,7.0
Afghanistan,hotels,
Albania,hotels,
Algeria,hotels,
American Samoa,hotels,
Andorra,hotels,
Angola,hotels,
Anguilla,hotels,
Antarctica,hotels,
Antigua & Barbuda,hotels,
Argentina,hotels,
Armenia,hotels,
Aruba,hotels,
Australia,hotels,
Austria,hotels,
Azerbaijan,hotels,
Bahamas,hotels,
Bahrain,hotels,
Bangladesh,hotels,
Barbados,hotels,
Belarus,hotels,
Belgium,hotels,
Belize,hotels,
Benin,hotels,
Bermuda,hotels,
Bhutan,hotels,
Bolivia,hotels,
Bosnia & Herzegovina,hotels,
Botswana,hotels,
Bouvet Island,hotels,
Brazil,hotels,
